,EOF1
2012-03-03 09:00:00,0.5593195131178016
2012-03-04 09:00:00,0.39735949206562093
2012-03-13 09:00:00,0.18518368094442947
2012-03-15 09:00:00,0.5040075465982791
2012-03-18 09:00:00,0.53103845202403
2012-03-19 09:00:00,0.09678869407193905
2012-03-31 09:00:00,0.4215387965689564
2012-04-22 09:00:00,-0.5595745623026954
2012-04-23 09:00:00,-0.5510671046875565
2012-04-27 09:00:00,-0.12155923318987683
2012-04-28 09:00:00,-0.11300979036353918
2012-04-29 09:00:00,-0.1802299285275183
2013-03-12 09:00:00,-0.4374080069298604
2013-04-04 09:00:00,-0.5349662385827431
2013-05-25 09:00:00,-0.5957082377299848
2014-03-14 09:00:00,0.4957554329560265
2014-03-15 09:00:00,0.3380994284938189
2014-03-16 09:00:00,0.17083453362603085
2014-03-17 09:00:00,0.3410682038473706
2014-04-03 09:00:00,0.4847955352298697
2014-04-04 09:00:00,0.31227382741110965
2014-04-05 09:00:00,0.1494500220643967
2014-05-08 09:00:00,-0.39991847788827395
2014-05-09 09:00:00,-0.4491738573497264
2014-05-10 09:00:00,-0.4384085670318226
2014-05-27 09:00:00,-0.15273411670446094
2015-03-01 09:00:00,-0.47953261976150996
2015-03-02 09:00:00,-0.2698836502278479
2015-03-04 09:00:00,0.0199723129031292
2015-03-15 09:00:00,-0.46775966216081716
2015-03-23 09:00:00,0.36850648163773514
2015-03-27 09:00:00,-0.1935164906183155
2015-03-28 09:00:00,-0.19344306062184932
2015-03-29 09:00:00,-0.14669296304226184
2015-03-31 09:00:00,0.12317052703111817
2015-04-01 09:00:00,0.08117249642714136
2015-04-17 09:00:00,0.2341875162770573
2015-04-19 09:00:00,-0.03572858507328643
2015-04-22 09:00:00,0.265840678770286
2015-04-26 09:00:00,0.3007262230165592
2016-03-11 09:00:00,-0.49171632030499174
2016-03-12 09:00:00,-0.4312110931938221
2016-03-13 09:00:00,-0.3033041558675988
2016-03-14 09:00:00,-0.05958462065810417
2016-03-16 09:00:00,0.33777905378741313
2016-03-23 09:00:00,-0.1409743235499111
2016-03-24 09:00:00,-0.3070622435980545
2016-03-28 09:00:00,0.25571069850543215
2016-03-30 09:00:00,0.5240178994453418
2016-03-31 09:00:00,0.5053139067609659
2016-04-01 09:00:00,0.31153495017217847
2016-04-02 09:00:00,0.28215671287137056
2016-04-03 09:00:00,0.3111939778429506
2016-04-05 09:00:00,0.19810989800595133
2016-04-19 09:00:00,0.0772593235474704
2016-04-21 09:00:00,-0.028903056987194236
2016-04-22 09:00:00,-0.10658787583603681
2016-04-23 09:00:00,-0.39830295646459696
2016-04-24 09:00:00,-0.6283726970433998
2016-04-28 09:00:00,-0.3022253844602554
2016-05-17 09:00:00,-0.28361901122078986
2017-03-10 09:00:00,-0.3085903595390163
2017-03-11 09:00:00,-0.18985858152358662
2017-03-21 09:00:00,0.2879322273044436
2017-03-26 09:00:00,0.35111525768148577
2017-03-27 09:00:00,0.39980470964784
2017-03-28 09:00:00,0.4894447086004978
2017-04-04 09:00:00,-0.059802354728385756
2017-04-05 09:00:00,-0.33378604225449643
2017-04-24 09:00:00,-0.1808628048579
2017-05-06 09:00:00,0.31866741803282395
2017-05-31 09:00:00,-0.02772377450801604
2018-03-16 09:00:00,-0.12715038527662295
2018-05-11 09:00:00,0.3421350922876863
2019-03-02 09:00:00,0.32377293482503083
2019-03-27 09:00:00,0.24650317728278132
2019-03-28 09:00:00,0.25038389719157106
2019-04-09 09:00:00,-0.18569340700705897
2019-04-15 09:00:00,-0.27472285434094856
2019-04-16 09:00:00,-0.21097802973097612
2019-04-23 09:00:00,0.263886604837877
2019-04-24 09:00:00,0.2100849722864856
